job,marital,education,contact,month,poutcome,y,balanceSummary,ageBand,defaultValue,housingVal,loanVal
blue-collar,married,secondary,cellular,may,failure,yes,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,unknown,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,apr,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,primary,telephone,jul,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
unemployed,married,secondary,cellular,nov,failure,no,veryNegative,ageBand3,defaultNo,houseYes,loanYes
blue-collar,divorced,secondary,cellular,nov,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,divorced,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
student,married,secondary,cellular,nov,failure,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,feb,failure,no,positive,ageBand5,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
blue-collar,divorced,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,single,secondary,cellular,apr,unknown,yes,positive,ageBand2,defaultNo,houseNo,loanNo
blue-collar,single,tertiary,telephone,jul,unknown,no,veryPositive,ageBand3,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,may,failure,yes,veryNegative,ageBand3,defaultNo,houseYes,loanYes
student,single,unknown,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
unemployed,married,secondary,cellular,sep,success,yes,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,married,secondary,cellular,oct,success,no,positive,ageBand5,defaultNo,houseNo,loanNo
unemployed,married,tertiary,cellular,apr,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseNo,loanYes
housemaid,married,secondary,cellular,jul,unknown,no,veryNegative,ageBand2,defaultNo,houseYes,loanNo
blue-collar,single,secondary,unknown,may,unknown,yes,negative,ageBand3,defaultNo,houseYes,loanNo
technician,married,unknown,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,divorced,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,divorced,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,unknown,telephone,mar,success,yes,positive,ageBand5,defaultNo,houseNo,loanNo
unknown,married,unknown,telephone,aug,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,divorced,primary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
self-employed,divorced,tertiary,cellular,oct,success,yes,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
services,divorced,secondary,cellular,jul,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,may,success,yes,negative,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,divorced,primary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,feb,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,tertiary,cellular,apr,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,married,secondary,unknown,jun,unknown,no,veryNegative,ageBand4,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
admin.,divorced,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,single,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,tertiary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,sep,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,nov,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
entrepreneur,married,primary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
management,married,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
housemaid,married,primary,cellular,aug,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
services,married,secondary,cellular,jul,unknown,no,negative,ageBand3,defaultYes,houseYes,loanYes
management,single,tertiary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
services,single,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
housemaid,single,unknown,telephone,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
retired,married,secondary,cellular,may,failure,no,positive,ageBand5,defaultNo,houseNo,loanYes
technician,married,secondary,cellular,apr,other,yes,positive,ageBand5,defaultNo,houseNo,loanNo
student,married,tertiary,cellular,jul,unknown,yes,positive,ageBand2,defaultNo,houseYes,loanNo
services,married,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,single,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,single,secondary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
services,single,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
services,married,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,jan,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,divorced,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
blue-collar,divorced,primary,cellular,feb,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,tertiary,cellular,feb,failure,no,positive,ageBand5,defaultNo,houseYes,loanYes
management,married,secondary,cellular,feb,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,married,secondary,cellular,jan,failure,no,positive,ageBand3,defaultNo,houseYes,loanYes
technician,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
admin.,single,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
housemaid,married,unknown,telephone,jul,unknown,no,negative,ageBand3,defaultYes,houseNo,loanYes
technician,divorced,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,secondary,cellular,oct,failure,yes,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,divorced,secondary,cellular,jul,unknown,yes,negative,ageBand3,defaultNo,houseNo,loanNo
services,divorced,secondary,cellular,jan,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
self-employed,married,secondary,cellular,apr,failure,no,positive,ageBand5,defaultNo,houseYes,loanNo
admin.,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,tertiary,telephone,apr,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,tertiary,telephone,jul,unknown,no,positive,ageBand5,defaultNo,houseYes,loanYes
technician,divorced,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
admin.,married,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
services,married,tertiary,cellular,jul,failure,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,married,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,single,secondary,cellular,mar,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,secondary,unknown,may,unknown,no,negative,ageBand4,defaultNo,houseYes,loanNo
self-employed,single,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
admin.,single,secondary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,single,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanYes
admin.,single,secondary,cellular,sep,unknown,no,positive,ageBand2,defaultNo,houseNo,loanYes
services,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
retired,married,primary,cellular,jun,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,single,primary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
entrepreneur,married,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
services,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
admin.,married,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,single,secondary,cellular,may,success,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,single,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,single,secondary,cellular,apr,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,married,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,unknown,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,single,secondary,cellular,jul,unknown,no,negative,ageBand2,defaultYes,houseNo,loanNo
blue-collar,married,secondary,cellular,may,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
retired,divorced,secondary,telephone,mar,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,single,secondary,telephone,nov,unknown,no,positive,ageBand1,defaultNo,houseNo,loanYes
blue-collar,married,secondary,telephone,jul,unknown,no,negative,ageBand5,defaultNo,houseNo,loanYes
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,divorced,primary,telephone,may,success,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,divorced,tertiary,cellular,may,failure,no,positive,ageBand5,defaultNo,houseYes,loanYes
blue-collar,married,secondary,cellular,jul,unknown,no,veryNegative,ageBand5,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
services,divorced,primary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,married,secondary,unknown,nov,unknown,yes,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
management,single,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
student,single,secondary,cellular,may,other,no,positive,ageBand2,defaultNo,houseNo,loanNo
management,single,tertiary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
entrepreneur,single,secondary,telephone,may,unknown,no,veryPositive,ageBand3,defaultNo,houseYes,loanNo
services,single,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
blue-collar,married,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
retired,married,unknown,telephone,oct,failure,yes,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,nov,unknown,no,veryPositive,ageBand5,defaultNo,houseYes,loanYes
blue-collar,married,primary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,may,other,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,divorced,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,unknown,telephone,jul,unknown,yes,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,may,failure,no,positive,ageBand5,defaultNo,houseYes,loanNo
housemaid,divorced,tertiary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,single,secondary,telephone,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,aug,unknown,no,veryPositive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,nov,failure,no,positive,ageBand3,defaultNo,houseYes,loanYes
retired,married,tertiary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
retired,divorced,tertiary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,single,secondary,cellular,jul,unknown,yes,negative,ageBand2,defaultNo,houseNo,loanYes
management,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
admin.,married,tertiary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,aug,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
admin.,married,secondary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,single,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
housemaid,single,tertiary,telephone,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,jun,other,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,single,secondary,cellular,apr,failure,no,veryPositive,ageBand3,defaultNo,houseYes,loanNo
retired,divorced,secondary,cellular,jun,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,married,secondary,unknown,jun,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
services,divorced,secondary,cellular,may,other,no,positive,ageBand5,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,may,unknown,no,veryPositive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanYes
services,single,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,nov,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanYes
services,divorced,primary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,divorced,secondary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
